ch	Latitude	Longitude	LatbyLong	Dist_250m	Ag_250m	LC_250m	Edge_250m	HDens_250m	Dist_5km	Ag_5km	LC_5km	Edge_5km	HDens_5km	Nearest_neighbor	Management_duration	Cam_distance	Park_ID	Hunting	People_site	People2	PeoplexHunting	PeoplexDistance	People2xHunting	People2xDistance	HuntingxDistance	Week	Year	Cam_distance	NVDI_site	Det_dist	WeekDay1	WeekDay2	WeekDay3	WeekDay4	WeekDay5	WeekDay6	WeekDay7	WeekDay8	WeekDay9	WeekDay10	WeekDay11	WeekDay12	WeekDay13	WeekDay14	WeekDay15	WeekDay16	WeekDay17	WeekDay18	WeekDay19	WeekDay20	WeekDay21	WeekDay22	WeekDay23	WeekDay24	WeekDay25	WeekDay26	WeekDay27	WeekDay28	WeekDay29	WeekDay30	WeekDay31	WeekDay32	WeekDay33	WeekDay34	WeekDay35	WeekDay36	WeekDay37	WeekDay38	WeekDay39	WeekDay40	WeekDay41	WeekDay42	WeekDay43	WeekDay44	WeekDay45	WeekDay46	WeekDay47	WeekDay48	WeekDay49	WeekDay50	WeekDay51	WeekDay52	WeekDay53	WeekDay54	WeekDay55	WeekDay56	WeekDay57	WeekDay58	WeekDay59	WeekDay60	WeekDay61	WeekDay62	WeekDay63	WeekDay64	WeekDay65	WeekDay66	WeekDay67	WeekDay68	WeekDay69	WeekDay70	WeekDay71	WeekDay72	Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	Temp8	Temp9	Temp10	Temp11	Temp12	Temp13	Temp14	Temp15	Temp16	Temp17	Temp18	Temp19	Temp20	Temp21	Temp22	Temp23	Temp24	Temp25	Temp26	Temp27	Temp28	Temp29	Temp30	Temp31	Temp32	Temp33	Temp34	Temp35	Temp36	Temp37	Temp38	Temp39	Temp40	Temp41	Temp42	Temp43	Temp44	Temp45	Temp46	Temp47	Temp48	Temp49	Temp50	Temp51	Temp52	Temp53	Temp54	Temp55	Temp56	Temp57	Temp58	Temp59	Temp60	Temp61	Temp62	Temp63	Temp64	Temp65	Temp66	Temp67	Temp68	Temp69	Temp70	Temp71	Temp72	Cloud1	Cloud2	Cloud3	Cloud4	Cloud5	Cloud6	Cloud7	Cloud8	Cloud9	Cloud10	Cloud11	Cloud12	Cloud13	Cloud14	Cloud15	Cloud16	Cloud17	Cloud18	Cloud19	Cloud20	Cloud21	Cloud22	Cloud23	Cloud24	Cloud25	Cloud26	Cloud27	Cloud28	Cloud29	Cloud30	Cloud31	Cloud32	Cloud33	Cloud34	Cloud35	Cloud36	Cloud37	Cloud38	Cloud39	Cloud40	Cloud41	Cloud42	Cloud43	Cloud44	Cloud45	Cloud46	Cloud47	Cloud48	Cloud49	Cloud50	Cloud51	Cloud52	Cloud53	Cloud54	Cloud55	Cloud56	Cloud57	Cloud58	Cloud59	Cloud60	Cloud61	Cloud62	Cloud63	Cloud64	Cloud65	Cloud66	Cloud67	Cloud68	Cloud69	Cloud70	Cloud71	Cloud72	Precip1	Precip2	Precip3	Precip4	Precip5	Precip6	Precip7	Precip8	Precip9	Precip10	Precip11	Precip12	Precip13	Precip14	Precip15	Precip16	Precip17	Precip18	Precip19	Precip20	Precip21	Precip22	Precip23	Precip24	Precip25	Precip26	Precip27	Precip28	Precip29	Precip30	Precip31	Precip32	Precip33	Precip34	Precip35	Precip36	Precip37	Precip38	Precip39	Precip40	Precip41	Precip42	Precip43	Precip44	Precip45	Precip46	Precip47	Precip48	Precip49	Precip50	Precip51	Precip52	Precip53	Precip54	Precip55	Precip56	Precip57	Precip58	Precip59	Precip60	Precip61	Precip62	Precip63	Precip64	Precip65	Precip66	Precip67	Precip68	Precip69	Precip70	Precip71	Precip72
0000000000000000000000000000000.........................................	0.3899135	-0.7724103	-0.301173204	0	0	0.94	0.05	0	0.03	0.02	0.14	0.36	9.685090637	0.536409012	0	2	1	0	0	0	0	0	0	0	0	0.43	2	2	0.740351796	1.8	0.38	0.38	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.41	0.41	0.41	0.41	0.41	0.41	0.41	0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.43	0.43	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.291231977859091	0.289156284429167	0.286058611875	0.287463074333333	0.28956633295	0.290178580325	0.290056302970833	0.2885513187125	0.288865451341667	0.290985923404167	0.29316476805	0.2942540748625	0.2947659988875	0.296464050966667	0.296544048533333	0.297228488733333	0.287666488245833	0.2876837264	0.286261117679167	0.287548878	0.290104565329167	0.289935781516667	0.288212221545833	0.287528359920833	0.289557530904167	0.291446038158333	0.289947150016667	0.285248222583333	0.286128827425	0.283003477754167	0.286367623663636	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	6.64879555981818E-02	2.07508334508333E-03	0.0004014691905	2.54787748775833E-02	3.99369467141667E-02	1.58556183454167E-02	3.27006202470417E-02	1.04384100579167E-02	0.0098801836575	0.02651555972225	4.87130230904167E-02	4.33625587054167E-02	6.23158313133333E-02	0.039526010925	4.66876296408333E-02	3.92943364666667E-02	5.36297867166667E-02	8.94647831879167E-02	8.44335805191667E-02	0.093429431845	6.96001878170833E-02	0.0350353826225	4.59602184804583E-02	0.014033731938375	3.73666903142917E-02	4.17268599054167E-02	4.50392749755417E-02	0.02190191396125	3.99695483689167E-02	0	1.57455410126364E-02	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0001294178	0	-1.23166666666667E-07	-7.38166666666667E-07	0	0	-8.61666666666667E-08	-0.000000172	-3.39583333333333E-07	0	0	1.75141666666667E-07	0.00000435225	3.34583333333333E-06	1.94341666666667E-06	9.54454166666667E-05	1.24208333333333E-05	-0.0000000340875	1.22208657916667E-04	8.32333333333333E-05	0.0000433525	2.50759416666667E-05	1.40428916666667E-06	-0.0000002825	1.11816666666667E-05	4.54958333333333E-07	0.000003505	0	0.000003658	-7.82666666666667E-07	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
00000000000000000.......................................................	0.3899902	-0.7724606	-0.301252064	0	0	0.67	0.28	0	0.04	0.02	0.12	0.37	9.091751099	0.70849245	0	0	1	0	0.705	0.497025	0	0	0	0	0	0.45	2	0	0.608829458	0.8	0.43	0.43	0.43	0.43	0.44	0.44	0.44	0.44	0.44	0.44	0.44	0.45	0.45	0.45	0.45	0.45	0.45	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.279006758313636	0.278810028429167	0.282893089225	0.2811327353375	0.2830701092625	0.2847885371	0.287610793391667	0.292340608008333	0.288982338891667	0.285463819944	0.2794027135125	0.277968122941667	0.28415092725	0.288342813591667	0.281716212191667	0.277565319291667	0.282937415066667	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1.64891887947273E-02	6.45645382020833E-03	1.52268159674583E-02	1.15519490414167E-02	3.61268115251667E-02	3.19225626043333E-02	0.048810488415	9.00015726658333E-02	3.95115289754167E-02	0.02169380836808	7.66750991133333E-03	6.80607807108333E-02	0.0428750209125	3.31676592041667E-02	3.40584519904167E-02	2.15095923296667E-02	3.26918625033333E-03	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	-8.70416666666667E-08	0	0	7.50166666666667E-06	0.00000083375	0.000032625	-0.00000029775	0.000011944412	0	-2.51166666666667E-07	-0.000000102125	7.25941666666667E-06	0.0000025	0	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0000000000000000000000..................................................	0.3899955	-0.7724561	-0.301254403	0	0	0.71	0.26	0	0.04	0.02	0.12	0.37	9.051557922	0.520914892	0	0.5	1	0	0.002	0.000004	0	0.001	0	0.000002	0	0.46	2	0.5	0.595396363	0.6	0.43	0.43	0.43	0.43	0.44	0.44	0.44	0.44	0.44	0.44	0.44	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.46	0.46	0.46	0.46	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.279006570113636	0.278810503545833	0.282893252966667	0.281131872091667	0.2830695362125	0.284787914870833	0.287610125466667	0.292339969908333	0.288981636083333	0.285463730988	0.279402169258333	0.277968206333333	0.284150857291667	0.288342771795833	0.2817159247375	0.277565662325	0.2822018333875	0.281955812354167	0.283344164566667	0.274883356925	0.274457283791667	0.282786724528571	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1.64825830924545E-02	6.45668830958333E-03	0.015222288533375	1.15505220694583E-02	0.03612558678175	0.031921819136125	0.04880932963	9.00014736708334E-02	3.95110640920833E-02	0.02169029010144	7.66861251491667E-03	6.80648305479167E-02	4.28757892079167E-02	3.31653996870833E-02	3.40613669262917E-02	2.15168239649167E-02	3.60863994983333E-03	6.50616005079167E-03	0.047568325966625	0.03980942569625	7.24864879033333E-03	1.66999776157143E-02	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	-8.70416666666667E-08	0	0	7.50166666666667E-06	0.00000083375	0.00003265	-0.00000029775	0.000011931504	0	-2.51166666666667E-07	-0.000000102125	0.000007259	0.0000025	0	0	0	0	0	0	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0000000000000000000000..................................................	0.3899971	-0.7724504	-0.301253416	0	0	0.77	0.21	0	0.04	0.02	0.12	0.36	9.031835938	0.520914892	0	2	1	0	0	0	0	0	0	0	0	0.46	2	2	0.600438145	1.5	0.43	0.43	0.43	0.43	0.44	0.44	0.44	0.44	0.44	0.44	0.44	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.46	0.46	0.46	0.46	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.279006791109091	0.278811141241667	0.2828934654375	0.281131887733333	0.283069664783333	0.284787864270833	0.2876097915625	0.2923399170375	0.288981870191667	0.28546415258	0.279402197370833	0.277968631820833	0.284151055595833	0.288342862966667	0.281716280795833	0.277566223183333	0.282201659716667	0.281956218291667	0.283344173641667	0.2748833874875	0.274457753825	0.2827871034	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1.64763897640909E-02	0.006455789844875	1.52173041855417E-02	0.011548376176875	0.036127321342375	0.0319190440905	0.04880761114875	0.09000098119	3.95158667033333E-02	0.02168690542208	0.00766883813825	6.80645640658333E-02	0.0428727215725	3.31634724466667E-02	3.40633795244583E-02	2.15211193485417E-02	3.60716053404167E-03	6.50523671916667E-03	4.75664753927083E-02	0.039807259875	0.007249809331125	1.67048121105714E-02	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	-8.70416666666667E-08	0	0	0.0000075025	0.00000083375	0.0000326625	-0.00000029775	0.000011914052	0	-2.51166666666667E-07	-0.000000102125	7.25441666666667E-06	0.0000025	0	0	0	0	0	0	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
00000000000000000000....................................................	0.3898753	-0.7723631	-0.301125295	0	0	0.98	0.01	0.612382746	0.03	0.02	0.15	0.37	9.926931763	0	0	0	1	0	0.543	0.294849	0	0	0	0	0	0.35	2	0	0.850608648	0.9	0.33	0.33	0.33	0.33	0.33	0.33	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.35	0.35	0.35	0.35	0.35	0.35	0.35	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.296629195504545	0.292065883895833	0.2924162152	0.293208526666667	0.295130305908333	0.292070455483333	0.294381332270833	0.297192777920833	0.298329774854167	0.298277321104167	0.293371857720833	0.294223650629167	0.294357247820833	0.298007512445833	0.298972727316667	0.296993341466667	0.296898239454167	0.298115160845833	0.2991636083125	0.300659775	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	5.19675436072727E-02	0.001439144176625	0.021514995714625	1.76690605625417E-02	0.06633660863625	0.07664121767875	0.05362199519875	3.57660295095833E-02	0.0962851569125	0.03715245160375	4.23604638847083E-02	6.41269699416667E-03	5.95876323783333E-02	2.43477309824583E-02	0.062098801135	7.18582702020833E-02	1.80871396572083E-02	5.79820801629167E-02	0.07932976440625	0.084775024275	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	2.03725454545455E-05	-2.98433333333333E-07	-4.54941666666667E-07	-8.04166666666667E-10	5.01654833333333E-06	0.0000050019275	0.0000036	0	2.62579166666667E-05	1.18658333333333E-05	1.14012481833333E-05	-1.45416666666667E-11	0.00000067375	-1.51916666666667E-07	0.000006532375	0.00010539952875	0.000000104225	3.07458333333333E-07	0.0000469285775	0.0000073175	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
00000000000000000000....................................................	0.3898753	-0.7723631	-0.301125295	0	0	0.98	0.01	0.612382746	0.03	0.02	0.15	0.37	9.926931763	0	0	0.5	1	0	0	0	0	0	0	0	0	0.35	2	0.5	0.850561505	0.9	0.33	0.33	0.33	0.33	0.33	0.33	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.35	0.35	0.35	0.35	0.35	0.35	0.35	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.296422572313043	0.292064205179167	0.292440306108333	0.2932308121625	0.2950685072625	0.292131854825	0.294500161791667	0.297263192491667	0.29834216345	0.2981926849625	0.293303497004167	0.294191435575	0.2944204924	0.298153645191667	0.2989458471375	0.296974906241667	0.296889881179167	0.2981720693125	0.299166689408333	0.3013761137	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	5.00640859993478E-02	0.00159572532225	2.12174777157083E-02	1.95426672172917E-02	0.068231757	7.50421134295833E-02	0.05208716108125	3.88638481729167E-02	9.57091381566667E-02	3.56320214770833E-02	4.07590421347917E-02	7.50839868741667E-03	5.86355720917917E-02	2.75846463344167E-02	0.06107099071625	7.05105446420833E-02	1.76193742480417E-02	5.94968720170833E-02	0.08051789684875	8.52319661833333E-02	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1.94085217391304E-05	-0.00000025935	-0.000000419025	-2.41666666666667E-09	6.66816083333333E-06	0.0000033519275	0.0000036	0	2.66579166666667E-05	1.39908333333333E-05	0.00000887624455	-1.09083333333333E-11	7.17083333333333E-07	-1.84083333333333E-07	1.04045416666667E-05	1.01654112083333E-04	-0.000000055025	5.21708333333333E-07	4.67356608333333E-05	9.75666666666667E-06	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
00000000000000000000....................................................	0.3898719	-0.7723705	-0.301125554	0	0	0.88	0.11	0.554005718	0.03	0.02	0.15	0.37	9.998963928	0.740610104	0	2	1	0	0	0	0	0	0	0	0	0.35	2	2	0.845857222	1	0.33	0.33	0.33	0.33	0.33	0.33	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.35	0.35	0.35	0.35	0.35	0.35	0.35	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.296269933731818	0.292063735883333	0.292439847145833	0.293230408883333	0.295068100154167	0.2921309693125	0.294499716816667	0.2972628131375	0.298341653266667	0.298192743620833	0.293302291033333	0.2941911666	0.294420108758333	0.298152925783333	0.298945503620833	0.296974823079167	0.2968900675625	0.298172258020833	0.299166047733333	0.30209273085	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	4.84222820525455E-02	0.001598333331125	2.12181561715417E-02	0.019546995562875	0.06823857793375	7.50422331270833E-02	5.20913240779167E-02	0.03887309184875	0.09570566516625	3.56454038379167E-02	0.04076226042075	7.50996899295833E-03	0.0586334062315	0.027582595306375	6.10755086858333E-02	7.05141790204167E-02	1.76255210454167E-02	5.94905303845833E-02	8.05133039233333E-02	0.085692779875	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1.91134545454545E-05	-0.00000025935	-0.000000419025	-2.41666666666667E-09	6.67651166666667E-06	3.35846166666667E-06	3.60083333333333E-06	0	2.66979166666667E-05	0.00001399375	0.00000891249455	-1.09083333333333E-11	7.17083333333333E-07	-1.84083333333333E-07	0.000010412875	0.0001016594625	-0.000000055025	5.21708333333333E-07	4.66439941666667E-05	0.0000146975	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
000000000000............................................................	0.3899144	-0.7723794	-0.30116185	0	0	1	0	0.007953023	0.03	0.02	0.15	0.36	9.536328888	0.567356289	0	0	1	0	0.64	0.4096	0	0	0	0	0	0.44	2	0	0.660296932	1.7	0.43	0.43	0.43	0.43	0.43	0.43	0.44	0.44	0.44	0.44	0.44	0.44	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.285128898722727	0.281677661975	0.279223228241667	0.2788789807375	0.282714711979167	0.2812186527125	0.283002680158333	0.284667041004167	0.287497479108333	0.292152018833333	0.2893082986625	0.289424090457143	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	4.82620037290909E-02	5.11160002941667E-02	1.69799600442917E-02	7.01809919329167E-03	1.43031249419583E-02	1.12902550078333E-02	3.72156393012083E-02	0.029170176989	4.89422412454167E-02	8.87745659054166E-02	4.27190038545833E-02	1.06588694431429E-02	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1.48818181818182E-06	0.000000003075	0	0	-8.70416666666667E-08	0	0	7.26958333333333E-06	0.0000009275	3.18575833333333E-05	-2.89666666666667E-07	2.28857142857143E-05	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
000000000000000000......................................................	0.3899141	-0.7723728	-0.301159045	0	0	1	0	0.048096853	0.03	0.02	0.15	0.36	9.505942535	0.515968842	0	0.5	1	0	0.001	0.000001	0	0.0005	0	0.0000005	0	0.45	2	0.5	0.640619505	1.3	0.43	0.43	0.43	0.43	0.43	0.43	0.44	0.44	0.44	0.44	0.44	0.44	0.44	0.45	0.45	0.45	0.45	0.45	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.285129793286364	0.281678023016667	0.279223696408333	0.27887972015	0.2827149794125	0.281219111725	0.283003207741667	0.284667313275	0.28749731245	0.2921522572	0.2893090296125	0.285577303508	0.279704529816667	0.277820504441667	0.283891058416667	0.288349438991667	0.282031608433333	0.2816509729125	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	4.82635359372727E-02	0.051114625995	1.69735116142083E-02	7.01620596333333E-03	0.01429764313475	1.12880782459167E-02	3.72186028021667E-02	0.02916625483375	4.89402816304167E-02	0.0887734350225	4.27268316508333E-02	0.02136392132216	0.007659243850375	6.62445589045833E-02	4.45745876508333E-02	3.11339713333333E-02	3.57775956299583E-02	0.03665547713625	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1.49213636363636E-06	0.0000000033125	0	0	-8.70416666666667E-08	0	0	7.26958333333333E-06	0.00000092625	3.18590833333333E-05	-0.00000028925	0.000011952	0	-2.51166666666667E-07	-0.000000102125	4.68691666666667E-06	4.94166666666667E-06	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
000000000000000000000...................................................	0.3899138	-0.7723668	-0.301156474	0	0	1	0	0.104904163	0.03	0.02	0.15	0.36	9.480571747	0.515968842	0	2	1	0	0.002	0.000004	0	0.004	0	0.000008	0	0.46	2	2	0.632649891	1.1	0.43	0.43	0.43	0.43	0.43	0.43	0.44	0.44	0.44	0.44	0.44	0.44	0.44	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.46	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.285130612663636	0.281678354120833	0.279224124558333	0.278880392608333	0.2827152225875	0.281219534841667	0.283003691695833	0.284667564925	0.287497163770833	0.2921524778	0.289309700116667	0.285577973512	0.279704837566667	0.277821054691667	0.2838914346125	0.288349544804167	0.2820323020625	0.277633620091667	0.281957370970833	0.282130452458333	0.28438960787	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	4.82649653336364E-02	5.11133369279167E-02	1.69676569520833E-02	7.01447935966667E-03	0.014292664388875	1.12860953767917E-02	3.72213152211667E-02	0.0291626812255	0.04893849851375	0.08877240398125	0.0427339751375	0.02136104760196	7.65917947091667E-03	6.62421894595834E-02	4.45696928616667E-02	3.11321621270833E-02	3.57792151142083E-02	2.23956520057083E-02	3.42641007183333E-03	6.87928528416667E-03	0.0128735854054	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1.50059090909091E-06	0.000000003525	0	0	-8.70416666666667E-08	0	0	7.26541666666667E-06	0.000000925	3.18354166666667E-05	-2.88916666666667E-07	0.000011948	0	-2.51166666666667E-07	-0.000000102125	0.000004674	4.93333333333333E-06	0	0	0	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
